rid,aircraft,airport,model,impact,flight_date,damage,airline,origin,flight_phase,wildlife_size,sky_conditions,pilot_warned_flag,altitude_ft,heavy_flag
230311,Airplane,SAN ANTONIO INTL,B-737-300,None,4/8/2005 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,Small,Some Cloud,N,"3,200",Yes
225352,Airplane,TETERBORO AIRPORT,CL-600,None,4/8/2005 0:00,No damage,BUSINESS,New Jersey,Take-off run,Small,No Cloud,N,0,No
231415,Airplane,GENERAL MITCHELL INTL,B-737-800,None,4/9/2005 0:00,No damage,DELTA AIR LINES,Wisconsin,Approach,Small,No Cloud,N,500,Yes
232023,Airplane,ALBUQUERQUE INTL,B-737,None,4/9/2005 0:00,No damage,SOUTHWEST AIRLINES,New Mexico,Take-off run,Small,Some Cloud,Y,0,Yes
232938,Airplane,MCCARREN INTL,A-319,None,4/10/2005 0:00,No damage,AMERICA WEST AIRLINES,Nevada,Approach,Small,No Cloud,N,"1,000",No
230892,Airplane,RONALD REAGAN WASHINGTON NATL,A-319,None,4/11/2005 0:00,No damage,US AIRWAYS,DC,Approach,Small,No Cloud,N,"1,200",No
229582,Airplane,FIUMICINO ARPT,B-767-300,None,4/11/2005 0:00,No damage,DELTA AIR LINES,N/A,Climb,Medium,Overcast,N,20,Yes
232520,Airplane,FRESNO YOSEMITE INTL,CL-RJ900,None,4/11/2005 0:00,No damage,MESA AIRLINES,California,Take-off run,Medium,No Cloud,Y,0,No
231912,Airplane,BOB HOPE ARPT,B-737-700,None,4/11/2005 0:00,No damage,SOUTHWEST AIRLINES,California,Descent,Small,No Cloud,N,"8,000",Yes
230359,Airplane,DALLAS/FORT WORTH INTL ARPT,B-757-200,None,4/11/2005 0:00,No damage,AMERICAN AIRLINES,Texas,Landing Roll,Small,No Cloud,Y,0,Yes
231615,Airplane,SAN DIEGO INTL,A-319,None,4/11/2005 0:00,No damage,FRONTIER AIRLINES,California,Descent,Small,No Cloud,N,"5,000",No
228577,Airplane,ORLANDO INTL,B-757-200,None,4/12/2005 0:00,No damage,DELTA AIR LINES,Florida,Approach,Medium,Some Cloud,Y,"1,000",Yes
227956,Airplane,SEATTLE-TACOMA INTL,B-737-700,None,4/12/2005 0:00,No damage,ALASKA AIRLINES,Washington,Approach,Small,Some Cloud,Y,300,Yes
230441,Airplane,BURKE LAKEFRONT,C-208,Aborted Take-off,4/12/2005 0:00,No damage,AIRNET EXPRESS,Ohio,Take-off run,Medium,Some Cloud,Y,0,No
235235,Airplane,LAGUARDIA NY,MD-80,Other,4/12/2005 0:00,Damage,AMERICAN AIRLINES,New York,Taxi,Small,Some Cloud,Y,0,No
231123,Airplane,CROOKSTON MUNI ARPT-KIRKWOOD FIELD,PA-28,None,4/13/2005 0:00,No damage,BUSINESS,Minnesota,Climb,Medium,No Cloud,N,600,No
233490,Airplane,MCCARREN INTL,B-757-200,None,4/13/2005 0:00,No damage,DELTA AIR LINES,Nevada,Approach,Medium,No Cloud,N,200,Yes
229469,Airplane,TACOMA NARROWS ARPT,PILATUS PC12,None,4/13/2005 0:00,Damage,BUSINESS,Washington,Approach,Large,No Cloud,N,"2,000",No
229118,Airplane,DALLAS LOVE FIELD ARPT,B-737-300,None,4/14/2005 0:00,No damage,SOUTHWEST AIRLINES,Texas,Landing Roll,Small,No Cloud,N,0,Yes
234186,Airplane,TUCSON INTL,B-727-200,None,4/14/2005 0:00,No damage,FEDEX EXPRESS,Arizona,Landing Roll,Small,No Cloud,N,0,No
231563,Airplane,CORPUS CHRISTI INTL ARPT,B-737-300,None,4/15/2005 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,Medium,Some Cloud,N,200,Yes
234603,Airplane,RONALD REAGAN WASHINGTON NATL,A-319,None,4/16/2005 0:00,No damage,US AIRWAYS,DC,Climb,Large,No Cloud,N,200,No
229671,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-767-200,None,4/16/2005 0:00,No damage,ABX AIR,Kentucky,Approach,Medium,No Cloud,N,"3,000",Yes
228385,Airplane,UNIV OF ILLINOIS -WILLARD ARPT,SAAB-340,None,4/16/2005 0:00,No damage,MESABA AIRLINES,Illinois,Take-off run,Large,No Cloud,N,0,No
232086,Airplane,EPPLEY AIRFIELD,BE-36,None,4/16/2005 0:00,Damage,PRIVATELY OWNED,Nebraska,Approach,Large,No Cloud,N,"3,500",No
230075,Airplane,LENAWEE COUNTY ARPT,C-172,Precautionary Landing,4/16/2005 0:00,Damage,BUSINESS,Michigan,Climb,Large,No Cloud,N,400,No
234821,Airplane,LUIS MUNOZ MARIN INTL -SAN JUAN,A-320,None,4/17/2005 0:00,No damage,NORTHWEST AIRLINES,Puerto Rico,Landing Roll,Medium,No Cloud,Y,0,No
232668,Airplane,COLUMBIA METRO,EMB-145,None,4/17/2005 0:00,No damage,MESA AIRLINES,South Carolina,Climb,Large,No Cloud,N,275,No
234682,Airplane,NEWARK LIBERTY INTL ARPT,CL-RJ100/200,None,4/17/2005 0:00,No damage,AIR CANADA,New Jersey,Approach,Small,No Cloud,Y,500,No
235123,Airplane,METRO OAKLAND INTL,B-737-300,None,4/17/2005 0:00,Damage,SOUTHWEST AIRLINES,California,Approach,Small,No Cloud,N,"1,000",Yes
229480,Airplane,SALT LAKE CITY INTL,B-737-300,None,4/18/2005 0:00,No damage,DELTA AIR LINES,Utah,Landing Roll,Small,Some Cloud,Y,0,Yes
235804,Airplane,PHILADELPHIA INTL,B-717-200,None,4/18/2005 0:00,No damage,AIRTRAN AIRWAYS,Pennsylvania,Approach,Small,No Cloud,N,800,No
233593,Airplane,EASTERWOOD FIELD AIRPORT,EMB-120,None,4/18/2005 0:00,No damage,SKYWEST AIRLINES,Texas,Descent,Small,Some Cloud,N,"2,000",No
230879,Airplane,LOS ANGELES INTL,B-757-200,None,4/19/2005 0:00,No damage,DELTA AIR LINES,California,Approach,Medium,No Cloud,N,"3,000",Yes
233318,Airplane,ERNEST A LOVE FIELD,BE-1900,None,4/19/2005 0:00,No damage,MESA AIRLINES,Arizona,Landing Roll,Medium,No Cloud,N,0,No
236105,Airplane,FRESNO YOSEMITE INTL,SAAB-340,None,4/19/2005 0:00,No damage,AMERICAN EAGLE AIRLINES,California,Climb,Medium,No Cloud,N,5,No
234623,Airplane,NEW ORLEANS INTL,MD-80,None,4/19/2005 0:00,No damage,AMERICAN AIRLINES,Louisiana,Approach,Small,Some Cloud,Y,"2,000",No
236106,Airplane,TEXARKANA-WEBB FIELD,EMB-145,None,4/19/2005 0:00,Damage,AMERICAN EAGLE AIRLINES,Arkansas,Landing Roll,Large,Some Cloud,N,0,No
227102,Airplane,GEORGE BUSH INTERCONTINENTAL,MD-82,None,4/20/2005 0:00,No damage,AMERICAN AIRLINES,Texas,Climb,Small,Some Cloud,N,100,No
236205,Airplane,JAMES M COX DAYTON INTL,MD-82,None,4/20/2005 0:00,No damage,AMERICAN AIRLINES,Ohio,Landing Roll,Small,Some Cloud,N,0,No
232997,Airplane,PORTLAND INTL (OR),B-757-200,None,4/20/2005 0:00,No damage,NORTHWEST AIRLINES,Oregon,Take-off run,Medium,Overcast,Y,0,Yes
232852,Airplane,FRESNO YOSEMITE INTL,CL-RJ700,None,4/21/2005 0:00,No damage,SKYWEST AIRLINES,California,Landing Roll,Medium,No Cloud,Y,0,No
232257,Airplane,ATLANTA INTL,B-767-400,None,4/21/2005 0:00,No damage,DELTA AIR LINES,Georgia,Approach,Medium,Some Cloud,N,"4,000",Yes
233164,Airplane,DECATUR ARPT,B-757-200,None,4/21/2005 0:00,No damage,UPS AIRLINES,Illinois,Approach,Small,Overcast,N,"1,500",Yes
235401,Airplane,LAKEFRONT AIRPORT,C-182 SKYLAN,Precautionary Landing,4/21/2005 0:00,Damage,BUSINESS,Louisiana,Climb,Large,No Cloud,N,"1,100",No
228707,Airplane,HENDERSON FIELD,G-159,None,4/22/2005 0:00,Damage,BUSINESS,Prince Edward Island,Climb,Large,Some Cloud,Y,10,No
232007,Airplane,DALLAS/FORT WORTH INTL ARPT,EMB-145,None,4/22/2005 0:00,No damage,AMERICAN EAGLE AIRLINES,Texas,Approach,Small,No Cloud,N,500,No
232601,Airplane,ONTARIO INTL ARPT,CL-RJ700,None,4/22/2005 0:00,No damage,HORIZON AIR,California,Landing Roll,Small,No Cloud,Y,0,No
227161,Airplane,NORFOLK INTL,MU2,None,4/22/2005 0:00,Damage,BUSINESS,Virginia,Approach,Large,Some Cloud,N,"1,100",No
232748,Airplane,GEORGE BUSH INTERCONTINENTAL,EMB-145,None,4/22/2005 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Medium,Some Cloud,Y,"3,000",No
230767,Airplane,PORTLAND INTL (OR),B-737-700,None,4/23/2005 0:00,No damage,ALASKA AIRLINES,Oregon,Descent,Small,No Cloud,N,"4,300",Yes
234808,Airplane,METRO OAKLAND INTL,A-320,None,4/23/2005 0:00,No damage,AMERICA WEST AIRLINES,California,Landing Roll,Small,Some Cloud,N,0,No
232844,Airplane,PORTLAND INTL (OR),B-737-800,None,4/23/2005 0:00,No damage,DELTA AIR LINES,Oregon,Landing Roll,Medium,Some Cloud,Y,0,Yes
230059,Airplane,CLEVELAND-HOPKINS INTL ARPT,B-737-200,None,4/24/2005 0:00,No damage,DELTA AIR LINES,Ohio,Landing Roll,Medium,Overcast,Y,0,Yes
232847,Airplane,SALT LAKE CITY INTL,CL-RJ100/200,None,4/24/2005 0:00,No damage,SKYWEST AIRLINES,Utah,Approach,Large,Overcast,Y,100,No
231868,Airplane,SAN ANTONIO INTL,MD-82,None,4/24/2005 0:00,No damage,AMERICAN AIRLINES,Texas,Approach,Small,Some Cloud,Y,100,No
231681,Airplane,LUIS MUNOZ MARIN INTL -SAN JUAN,A-300,None,4/25/2005 0:00,No damage,AMERICAN AIRLINES,Puerto Rico,Take-off run,Medium,Some Cloud,N,0,No
229503,Airplane,TERRE HAUTE INTL ARPT-HULMAN FIELD,C-172,None,4/25/2005 0:00,No damage,BUSINESS,Indiana,Approach,Small,Some Cloud,N,70,No
230537,Airplane,MINETA SAN JOSE INTL,B-737-300,None,4/25/2005 0:00,No damage,SOUTHWEST AIRLINES,California,Descent,Small,No Cloud,N,"8,000",Yes
229698,Airplane,BALTIMORE WASH INTL,B-757-200,None,4/25/2005 0:00,No damage,US AIRWAYS,Maryland,Landing Roll,Small,No Cloud,Y,0,Yes
234154,Airplane,BRADLEY INTL,MD-83,None,4/26/2005 0:00,No damage,AMERICAN AIRLINES,Connecticut,Approach,Medium,Some Cloud,Y,"2,000",No
230745,Airplane,MC ALLEN MILLER INTL,MD-82,None,4/26/2005 0:00,No damage,AMERICAN AIRLINES,Texas,Approach,Small,No Cloud,N,"3,000",No
229222,Airplane,KAPALUA ARPT,DHC8 DASH 8,None,4/27/2005 0:00,No damage,ISLAND AIR,Hawaii,Landing Roll,Small,Some Cloud,N,0,No
237297,Airplane,KANSAS CITY INTL,BE-1900,Other,4/27/2005 0:00,Damage,MESA AIRLINES,Missouri,Approach,Medium,Some Cloud,N,300,No
232321,Airplane,SAN ANTONIO INTL,B-737-300,None,4/27/2005 0:00,No damage,SOUTHWEST AIRLINES,Texas,Descent,Small,No Cloud,N,"5,000",Yes
232752,Airplane,CANCUN INTL,A-319,None,4/27/2005 0:00,No damage,FRONTIER AIRLINES,N/A,Climb,Small,Some Cloud,N,"2,500",No
231302,Airplane,GEORGE BUSH INTERCONTINENTAL,B-757-200,None,4/27/2005 0:00,No damage,UPS AIRLINES,Texas,Climb,Medium,No Cloud,N,100,Yes
232674,Airplane,DALLAS/FORT WORTH INTL ARPT,MD-11,None,4/27/2005 0:00,No damage,UPS AIRLINES,Texas,Approach,Medium,No Cloud,N,900,No
233101,Airplane,HOUSTON-HOBBY,B-737-700,None,4/28/2005 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,Small,Some Cloud,N,"2,500",Yes
226347,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,DC-9-40,None,4/29/2005 0:00,No damage,ABX AIR,Alabama,Climb,Small,Some Cloud,N,"1,000",No
230738,Airplane,LAMBERT-ST LOUIS INTL,B-737-700,None,4/29/2005 0:00,No damage,SOUTHWEST AIRLINES,Missouri,Approach,Small,Overcast,Y,20,Yes
235302,Airplane,BETHEL ARPT,LOCKHEED 382,None,4/29/2005 0:00,Damage,LYNDEN AIR CARGO,Alaska,Take-off run,Large,Some Cloud,Y,0,No
231099,Airplane,LAMBERT-ST LOUIS INTL,A-319,None,4/29/2005 0:00,No damage,FRONTIER AIRLINES,Missouri,Approach,Medium,Some Cloud,N,100,No
230339,Airplane,LOUISVILLE INTL ARPT,DC-8,None,4/29/2005 0:00,No damage,UPS AIRLINES,Kentucky,Approach,Medium,Overcast,N,"2,000",No
233386,Airplane,LONG BEACH-DAUGH FLD,A-320,None,4/30/2005 0:00,No damage,JETBLUE AIRWAYS,California,Climb,Small,No Cloud,N,"1,000",No
234122,Airplane,WICHITA MID-CONTINENT ARPT,LEARJET-60,None,4/30/2005 0:00,No damage,BUSINESS,Kansas,Climb,Small,No Cloud,Y,70,No
228083,Airplane,SALT LAKE CITY INTL,MD-88,None,4/30/2005 0:00,No damage,DELTA AIR LINES,Utah,Landing Roll,Small,Overcast,Y,0,No
228579,Airplane,PALM BEACH INTL,B-737-700,None,4/30/2005 0:00,No damage,SOUTHWEST AIRLINES,Florida,Approach,Small,Some Cloud,Y,"2,500",Yes
225360,Airplane,LOS ANGELES INTL,MD-82,None,4/30/2005 0:00,No damage,AMERICAN AIRLINES,California,Climb,Small,Some Cloud,N,"1,000",No
230405,Airplane,BUFFALO-NIAGARA INTL,DA-50 FALCON,None,5/1/2005 0:00,No damage,BUSINESS,New York,Approach,Small,Some Cloud,N,300,No
233370,Airplane,NASHVILLE INTL,B-737-300,None,5/1/2005 0:00,No damage,SOUTHWEST AIRLINES,Tennessee,Climb,Small,Some Cloud,Y,"2,000",Yes
236013,Airplane,GREATER PITTSBURGH,DORNIER 328J,None,5/1/2005 0:00,No damage,SKYWAY AIRLINES,Pennsylvania,Approach,Medium,Some Cloud,N,"1,700",No
230890,Airplane,SAN ANTONIO INTL,MD-80,None,5/1/2005 0:00,No damage,AMERICAN AIRLINES,Texas,Approach,Small,No Cloud,N,"2,500",No
233425,Airplane,PHILADELPHIA INTL,B-767-200,None,5/2/2005 0:00,No damage,US AIRWAYS,Pennsylvania,Approach,Small,No Cloud,N,500,Yes
228268,Airplane,ORLANDO INTL,B-757-200,None,5/2/2005 0:00,No damage,AMERICAN AIRLINES,Florida,Approach,Small,No Cloud,N,"1,500",Yes
227772,Airplane,BALTIMORE WASH INTL,B-737-700,None,5/3/2005 0:00,No damage,SOUTHWEST AIRLINES,Maryland,Approach,Small,No Cloud,N,10,Yes
228869,Airplane,LUBBOCK INTL,B-737-300,None,5/3/2005 0:00,No damage,SOUTHWEST AIRLINES,Texas,Take-off run,Small,Overcast,Y,0,Yes
227132,Airplane,PORTLAND INTL (OR),A-300,None,5/3/2005 0:00,Damage,UPS AIRLINES,Oregon,Climb,Medium,Some Cloud,N,700,No
232360,Airplane,BALTIMORE WASH INTL,B-717-200,Other,5/4/2005 0:00,No damage,AIRTRAN AIRWAYS,Maryland,Approach,Small,Some Cloud,N,"1,000",No
236087,Airplane,CHICAGO O'HARE INTL ARPT,C-550,None,5/4/2005 0:00,No damage,BUSINESS,Illinois,Approach,Small,No Cloud,Y,"1,000",No
232797,Airplane,LIHUE ARPT,B-737-200,None,5/4/2005 0:00,No damage,ALOHA AIRLINES,Hawaii,Landing Roll,Small,No Cloud,Y,0,Yes
233450,Airplane,BALTIMORE WASH INTL,B-737-300,None,5/4/2005 0:00,No damage,SOUTHWEST AIRLINES,Maryland,Climb,Small,Some Cloud,N,"2,000",Yes
230344,Airplane,LAMBERT-ST LOUIS INTL,DC-9-40,None,5/4/2005 0:00,No damage,ABX AIR,Missouri,Approach,Medium,No Cloud,Y,"2,000",No
233813,Airplane,LAGUARDIA NY,CL-RJ100/200,None,5/4/2005 0:00,No damage,COMAIR AIRLINES,New York,Approach,Medium,No Cloud,N,50,No
229628,Airplane,SANTA MARIA PUBLIC,C-208,Aborted Take-off,5/4/2005 0:00,No damage,WESTAIR,California,Take-off run,Large,Overcast,Y,0,No
234326,Airplane,PHOENIX-MESA GATEWAY,CIRRUS SR 20/22,Precautionary Landing,5/4/2005 0:00,No damage,BUSINESS,Arizona,Climb,Small,No Cloud,N,20,No
234446,Airplane,ORLANDO INTL,B-757-300,None,5/4/2005 0:00,No damage,NORTHWEST AIRLINES,Florida,Approach,Medium,Some Cloud,Y,500,Yes
232685,Airplane,SALT LAKE CITY INTL,B-737-300,None,5/4/2005 0:00,No damage,SOUTHWEST AIRLINES,Utah,Climb,Small,No Cloud,Y,600,Yes
232150,Airplane,CHICAGO O'HARE INTL ARPT,EMB-145,None,5/5/2005 0:00,No damage,AMERICAN EAGLE AIRLINES,Illinois,Approach,Small,No Cloud,Y,30,No
227906,Airplane,NEWARK LIBERTY INTL ARPT,CL-RJ100/200,None,5/5/2005 0:00,No damage,AIR CANADA,New Jersey,Landing Roll,Small,Some Cloud,Y,0,No
225557,Airplane,TETERBORO AIRPORT,LEARJET-45,None,5/5/2005 0:00,No damage,BOMBARDIER BUSINESS JET,New Jersey,Approach,Medium,No Cloud,Y,"3,000",No
225324,Airplane,TETERBORO AIRPORT,BA-125-700,None,5/5/2005 0:00,No damage,BUSINESS,New Jersey,Approach,Small,No Cloud,Y,"1,500",No
227905,Airplane,CAMARILLO,LEARJET-60,None,5/5/2005 0:00,No damage,BUSINESS,California,Approach,Small,Overcast,N,50,No
234787,Airplane,LOUISVILLE INTL ARPT,B-767-300,None,5/5/2005 0:00,No damage,UPS AIRLINES,Kentucky,Approach,Medium,No Cloud,N,"7,500",Yes
232716,Airplane,BALTIMORE WASH INTL,B-737-300,None,5/5/2005 0:00,No damage,SOUTHWEST AIRLINES,Maryland,Approach,Small,No Cloud,N,"2,500",Yes
224063,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727-200,None,5/5/2005 0:00,No damage,ASTAR AIR CARGO,Kentucky,Approach,Small,No Cloud,Y,"3,000",No
224077,Airplane,DALLAS/FORT WORTH INTL ARPT,EMB-145,None,5/5/2005 0:00,No damage,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Small,Overcast,Y,0,No
229712,Airplane,PIEDMONT TRIAD INTL,C-208,None,5/5/2005 0:00,Damage,MOUNTAIN AIR CARGO,North Carolina,Approach,Large,Some Cloud,N,200,No
232173,Airplane,CHICAGO MIDWAY INTL ARPT,B-737-700,None,5/5/2005 0:00,Damage,SOUTHWEST AIRLINES,Illinois,Approach,Small,No Cloud,N,500,Yes
229459,Airplane,ST AUGUSTINE,G-159,None,5/5/2005 0:00,No damage,BUSINESS,Florida,Landing Roll,Small,Overcast,Y,0,No
232822,Airplane,GREATER PITTSBURGH,B-717-200,None,5/6/2005 0:00,No damage,AIRTRAN AIRWAYS,Pennsylvania,Take-off run,Medium,Some Cloud,N,0,No
232526,Airplane,DALLAS/FORT WORTH INTL ARPT,EMB-145,None,5/6/2005 0:00,No damage,AMERICAN EAGLE AIRLINES,Texas,Climb,Small,No Cloud,N,500,No
233079,Airplane,PHOENIX SKY HARBOR,B-737-300,None,5/6/2005 0:00,No damage,SOUTHWEST AIRLINES,Arizona,Take-off run,Small,No Cloud,N,0,Yes
229923,Airplane,LAMBERT-ST LOUIS INTL,BA-41 JETSTR,None,5/6/2005 0:00,No damage,TRANS STATES AIRLINES,Missouri,Approach,Medium,No Cloud,Y,50,No
236830,Airplane,SACRAMENTO INTL,A-318,None,5/6/2005 0:00,No damage,FRONTIER AIRLINES,California,Approach,Medium,Some Cloud,N,"7,000",No
231571,Airplane,MEMPHIS INTL,BE-400 BJET,None,5/7/2005 0:00,No damage,FLIGHT OPTIONS,Tennessee,Approach,Small,No Cloud,N,"1,500",No
235993,Airplane,KANSAS CITY INTL,B-737-700,None,5/7/2005 0:00,No damage,SOUTHWEST AIRLINES,Missouri,Approach,Small,No Cloud,N,10,Yes
229674,Airplane,DANE COUNTY REGIONAL ARPT-TRUAX FLD,DC-9-50,None,5/8/2005 0:00,No damage,NORTHWEST AIRLINES,Wisconsin,Take-off run,Small,Overcast,N,0,No
231433,Airplane,KANSAS CITY INTL,B-737-300,None,5/8/2005 0:00,No damage,SOUTHWEST AIRLINES,Missouri,Approach,Medium,Overcast,N,"3,000",Yes
228585,Airplane,CORPUS CHRISTI INTL ARPT,B-737-300,None,5/8/2005 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,Small,Overcast,Y,"2,300",Yes
227945,Airplane,ROCKY MOUNTAIN METROPOLITAN ARPT,C-172,None,5/8/2005 0:00,No damage,BUSINESS,Colorado,Take-off run,Small,Some Cloud,N,0,No
232139,Airplane,VALLEY INTL,B-737-500,Precautionary Landing,5/8/2005 0:00,Damage,SOUTHWEST AIRLINES,Texas,Climb,Large,Overcast,N,30,Yes
231019,Airplane,METRO OAKLAND INTL,DC-10-10,None,5/9/2005 0:00,No damage,FEDEX EXPRESS,California,Approach,Medium,Some Cloud,Y,900,Yes
234600,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,5/9/2005 0:00,No damage,COMAIR AIRLINES,Kentucky,Approach,Medium,No Cloud,Y,20,No
229033,Airplane,GREATER ROCKFORD,B-767-300,None,5/9/2005 0:00,No damage,UPS AIRLINES,Illinois,Approach,Medium,Overcast,N,300,Yes
231426,Airplane,BUFFALO-NIAGARA INTL,DC-9-30,None,5/10/2005 0:00,No damage,ABX AIR,New York,Climb,Medium,No Cloud,N,"2,000",No
232525,Airplane,AIRBORNE AIRPARK,DC-9-30,None,5/10/2005 0:00,No damage,ABX AIR,Ohio,Approach,Small,No Cloud,N,"4,000",No
236914,Airplane,SALT LAKE CITY INTL,B-757-200,None,5/10/2005 0:00,No damage,DELTA AIR LINES,Utah,Approach,Small,Overcast,Y,150,Yes
229850,Airplane,DES MOINES INTL,CL-RJ100/200,None,5/10/2005 0:00,No damage,PINNACLE,Iowa,Approach,Small,No Cloud,N,300,No
228262,Airplane,LOUISVILLE INTL ARPT,A-300,None,5/10/2005 0:00,No damage,UPS AIRLINES,Kentucky,Approach,Small,No Cloud,N,"1,000",No
232230,Airplane,DALLAS LOVE FIELD ARPT,B-767-200,None,5/11/2005 0:00,No damage,ABX AIR,Texas,Approach,Medium,Some Cloud,N,"2,000",Yes
229919,Airplane,BUFFALO-NIAGARA INTL,DC-9-30,None,5/11/2005 0:00,No damage,ABX AIR,New York,Climb,Small,No Cloud,N,"2,000",No
235404,Airplane,DALLAS/FORT WORTH INTL ARPT,A-300,None,5/11/2005 0:00,No damage,UPS AIRLINES,Texas,Approach,Small,Some Cloud,N,"2,700",No
232555,Airplane,AIRBORNE AIRPARK,DC-9-40,None,5/12/2005 0:00,No damage,ABX AIR,Ohio,Approach,Medium,Overcast,N,300,No
235020,Airplane,BALTIMORE WASH INTL,B-737-700,None,5/12/2005 0:00,No damage,SOUTHWEST AIRLINES,Maryland,Take-off run,Small,Some Cloud,N,0,Yes
233684,Airplane,ALBUQUERQUE INTL,CL-RJ100/200,None,5/12/2005 0:00,No damage,SKYWEST AIRLINES,New Mexico,Take-off run,Small,No Cloud,Y,0,No
237514,Airplane,WICHITA MID-CONTINENT ARPT,B-737-500,None,5/12/2005 0:00,No damage,UNITED AIRLINES,Kansas,Approach,Small,Overcast,Y,30,Yes
230699,Airplane,ATLANTA INTL,B-737-200,None,5/12/2005 0:00,No damage,DELTA AIR LINES,Georgia,Approach,Small,No Cloud,N,"8,500",Yes
228052,Airplane,HOUSTON-HOBBY,B-737-300,None,5/12/2005 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,Small,Some Cloud,N,"2,000",Yes
231561,Airplane,DALLAS LOVE FIELD ARPT,B-767-200,None,5/12/2005 0:00,No damage,ABX AIR,Texas,Climb,Small,Some Cloud,N,"7,000",Yes
232582,Airplane,MORRISTOWN MUNICIPAL ARPT,EMB-135,None,5/12/2005 0:00,No damage,BUSINESS,New Jersey,Take-off run,Large,No Cloud,Y,0,No
234190,Airplane,LOUISVILLE INTL ARPT,DC-8-70,None,5/12/2005 0:00,No damage,UPS AIRLINES,Kentucky,Approach,Small,No Cloud,N,"2,000",No
225243,Airplane,SOUTH VALLEY REGIONAL ARPT,C-182 SKYLAN,Precautionary Landing,5/13/2005 0:00,No damage,BUSINESS,Utah,Approach,Small,Some Cloud,N,200,No
232939,Airplane,BALTIMORE WASH INTL,B-737-700,None,5/13/2005 0:00,No damage,SOUTHWEST AIRLINES,Maryland,Climb,Small,Some Cloud,Y,10,Yes
231278,Airplane,ORLANDO INTL,A-320,Precautionary Landing,5/13/2005 0:00,Damage,UNITED AIRLINES,Florida,Climb,Large,Some Cloud,Y,"1,800",No
235190,Airplane,AIRBORNE AIRPARK,DC-8-63,None,5/14/2005 0:00,No damage,ABX AIR,Ohio,Descent,Medium,Some Cloud,N,"5,000",No
233051,Airplane,THEODORE FRANCIS GREEN STATE,MD-88,None,5/14/2005 0:00,No damage,DELTA AIR LINES,Rhode Island,Take-off run,Small,Overcast,N,0,No
232265,Airplane,LOUISVILLE INTL ARPT,B-757-200,None,5/14/2005 0:00,No damage,UPS AIRLINES,Kentucky,Approach,Small,Some Cloud,N,800,Yes
232078,Airplane,EPPLEY AIRFIELD,B-717-200,None,5/15/2005 0:00,No damage,MIDWEST AIRLINES,Nebraska,Climb,Small,No Cloud,N,5,No
239710,Airplane,AUSTIN-BERGSTROM INTL,B-737-300,None,5/15/2005 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,Small,Overcast,N,500,Yes
235301,Airplane,ATLANTA INTL,B-717-200,None,5/15/2005 0:00,No damage,AIRTRAN AIRWAYS,Georgia,Approach,Small,No Cloud,N,400,No
231416,Airplane,SPRINGFIELD-BRANSON NATIONAL,CL-RJ100/200,None,5/16/2005 0:00,No damage,SKYWEST AIRLINES,Missouri,Climb,Small,No Cloud,N,100,No
232734,Airplane,GERALD R FORD INTL,DC-9-50,None,5/16/2005 0:00,No damage,NORTHWEST AIRLINES,Michigan,Take-off run,Large,Some Cloud,N,0,No
235021,Airplane,GENERAL MITCHELL INTL,EMB-145,None,5/17/2005 0:00,No damage,AMERICAN EAGLE AIRLINES,Wisconsin,Approach,Medium,Some Cloud,Y,"3,000",No
231453,Airplane,BOISE AIR TERMINAL/GOWEN FIELD,CL-RJ100/200,None,5/17/2005 0:00,No damage,SKYWEST AIRLINES,Idaho,Approach,Medium,Overcast,N,50,No
238408,Airplane,TED STEVENS ANCHORAGE INTL,DC-6,None,5/17/2005 0:00,No damage,NORTHERN AIR CARGO,Alaska,Climb,Medium,Some Cloud,N,50,No
229087,Airplane,SANTA BARBARA MUNICIPAL,CL-RJ100/200,None,5/17/2005 0:00,No damage,SKYWEST AIRLINES,California,Approach,Small,No Cloud,N,10,No
234605,Airplane,HOUSTON-HOBBY,B-737-700,None,5/18/2005 0:00,Damage,SOUTHWEST AIRLINES,Texas,Descent,Large,Some Cloud,N,"10,000",Yes
227888,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,C-208,None,5/18/2005 0:00,No damage,BUSINESS,Kentucky,Descent,Small,Overcast,Y,"6,500",No
230514,Airplane,DALLAS/FORT WORTH INTL ARPT,MD-82,None,5/18/2005 0:00,No damage,AMERICAN AIRLINES,Texas,Take-off run,Small,No Cloud,N,0,No
230177,Airplane,LOUISVILLE INTL ARPT,A-300,None,5/18/2005 0:00,No damage,UPS AIRLINES,Kentucky,Approach,Small,No Cloud,N,"2,500",No
